Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
282,CA-2019-100282,29-08-2019,02-09-2019,Second Class,CUST-041,Customer 43,Corporate,India,Delhi,Tamil Nadu,715698,South,PROD-080,Furniture,Tables,Table,14378,5,0.02,1606
283,CA-2019-100283,29-05-2019,30-05-2019,Standard Class,CUST-024,Customer 4,Home Office,India,Kochi,Telangana,270685,West,PROD-021,Furniture,Paper,Binder,8295,3,0.09,1500
284,CA-2019-100284,06-07-2019,09-07-2019,Second Class,CUST-001,Customer 6,Consumer,India,Surat,Maharashtra,546201,South,PROD-057,Technology,Tables,Laptop,48310,4,0.04,9469
285,CA-2019-100285,25-09-2019,26-09-2019,Standard Class,CUST-034,Customer 20,Consumer,India,Hyderabad,Rajasthan,680036,South,PROD-045,Furniture,Chairs,Smartphone,36213,3,0.03,8954
286,CA-2019-100286,01-10-2019,02-10-2019,Second Class,CUST-011,Customer 37,Consumer,India,Delhi,Rajasthan,629736,South,PROD-037,Office Supplies,Phones,Notebook,27440,5,0.08,1724
287,CA-2019-100287,09-12-2019,14-12-2019,Standard Class,CUST-009,Customer 19,Consumer,India,Ahmedabad,Gujarat,913102,South,PROD-057,Furniture,Binders,Storage Box,6156,1,0.06,1134
288,CA-2019-100288,09-06-2019,10-06-2019,Second Class,CUST-014,Customer 50,Corporate,India,Pune,Kerala,816621,North,PROD-073,Office Supplies,Paper,Headphones,32900,4,0.12,8091
289,CA-2019-100289,26-12-2019,27-12-2019,First Class,CUST-047,Customer 31,Corporate,India,Surat,Karnataka,832944,South,PROD-023,Furniture,Binders,Notebook,8466,2,0.2,2150
290,CA-2019-100290,06-06-2019,08-06-2019,First Class,CUST-021,Customer 12,Consumer,India,Pune,Delhi,158010,South,PROD-024,Technology,Storage,Table,50570,5,0.03,13717
291,CA-2019-100291,13-09-2019,17-09-2019,Second Class,CUST-047,Customer 8,Corporate,India,Pune,Karnataka,774023,North,PROD-024,Office Supplies,Laptops,Storage Box,2522,3,0.15,521
292,CA-2019-100292,16-09-2019,21-09-2019,Standard Class,CUST-029,Customer 33,Corporate,India,Hyderabad,Kerala,601813,West,PROD-049,Office Supplies,Tables,Table,34149,4,0.15,9998
293,CA-2019-100293,20-06-2019,22-06-2019,Standard Class,CUST-026,Customer 12,Home Office,India,Jaipur,Gujarat,761772,North,PROD-063,Technology,Tables,Binder,58064,4,0.14,4458
294,CA-2019-100294,23-11-2019,28-11-2019,First Class,CUST-013,Customer 7,Consumer,India,Pune,Delhi,564699,West,PROD-049,Office Supplies,Tables,Storage Box,13687,2,0.11,928
295,CA-2019-100295,29-12-2019,30-12-2019,Second Class,CUST-036,Customer 28,Consumer,India,Chennai,Gujarat,785214,West,PROD-046,Technology,Chairs,Headphones,54325,4,0.13,11225
296,CA-2019-100296,02-09-2019,03-09-2019,Second Class,CUST-001,Customer 16,Consumer,India,Surat,Tamil Nadu,446329,South,PROD-094,Furniture,Laptops,Headphones,54534,2,0.1,16274
297,CA-2019-100297,05-02-2019,07-02-2019,Second Class,CUST-046,Customer 32,Home Office,India,Kochi,Rajasthan,348722,North,PROD-040,Furniture,Chairs,Binder,19711,4,0.06,1502
298,CA-2019-100298,13-01-2019,18-01-2019,Second Class,CUST-010,Customer 43,Consumer,India,Mumbai,Rajasthan,233053,North,PROD-082,Furniture,Accessories,Table,10918,3,0.09,1497
299,CA-2019-100299,18-11-2019,21-11-2019,Second Class,CUST-009,Customer 40,Corporate,India,Mumbai,Rajasthan,743930,West,PROD-025,Technology,Accessories,Storage Box,12117,4,0.17,2348
300,CA-2019-100300,19-11-2019,23-11-2019,Second Class,CUST-016,Customer 21,Home Office,India,Mumbai,Tamil Nadu,689043,South,PROD-040,Office Supplies,Chairs,Headphones,9146,4,0.16,528
301,CA-2019-100301,18-03-2019,21-03-2019,First Class,CUST-019,Customer 49,Corporate,India,Bangalore,Rajasthan,933976,West,PROD-084,Office Supplies,Laptops,Smartphone,39300,4,0.13,7442
302,CA-2019-100302,15-04-2019,17-04-2019,First Class,CUST-045,Customer 12,Consumer,India,Surat,Karnataka,815496,West,PROD-032,Furniture,Tables,Laptop,32255,5,0.09,7213
303,CA-2019-100303,11-11-2019,16-11-2019,First Class,CUST-036,Customer 15,Consumer,India,Hyderabad,Telangana,628870,South,PROD-032,Office Supplies,Laptops,Chair,21364,4,0.02,2993
304,CA-2019-100304,05-04-2019,06-04-2019,Standard Class,CUST-017,Customer 8,Home Office,India,Ahmedabad,Gujarat,982380,North,PROD-069,Office Supplies,Storage,Notebook,55333,5,0.11,12342
305,CA-2019-100305,16-02-2019,17-02-2019,Second Class,CUST-005,Customer 15,Corporate,India,Hyderabad,Telangana,126605,North,PROD-065,Furniture,Accessories,Laptop,6378,5,0.03,592
306,CA-2019-100306,08-02-2019,09-02-2019,Second Class,CUST-004,Customer 43,Consumer,India,Hyderabad,Kerala,734383,North,PROD-018,Furniture,Paper,Headphones,34366,2,0.19,3901
307,CA-2019-100307,21-09-2019,24-09-2019,Standard Class,CUST-038,Customer 31,Home Office,India,Delhi,Gujarat,643550,South,PROD-027,Technology,Paper,Chair,31747,4,0.2,1790
308,CA-2019-100308,23-10-2019,25-10-2019,First Class,CUST-035,Customer 23,Home Office,India,Bangalore,Rajasthan,997345,North,PROD-015,Technology,Chairs,Chair,11433,3,0.09,2241
309,CA-2019-100309,05-03-2019,08-03-2019,First Class,CUST-008,Customer 4,Home Office,India,Pune,Telangana,707729,North,PROD-091,Furniture,Laptops,Laptop,53326,1,0.03,3562
310,CA-2019-100310,15-09-2019,19-09-2019,Standard Class,CUST-041,Customer 36,Home Office,India,Mumbai,Maharashtra,868689,West,PROD-053,Furniture,Laptops,Storage Box,52715,4,0.02,6662
311,CA-2019-100311,06-04-2019,08-04-2019,First Class,CUST-027,Customer 31,Corporate,India,Chennai,Telangana,361155,West,PROD-068,Office Supplies,Binders,Table,1220,4,0.03,77
312,CA-2019-100312,07-09-2019,11-09-2019,First Class,CUST-012,Customer 39,Home Office,India,Delhi,Telangana,774417,West,PROD-036,Technology,Storage,Headphones,43286,4,0.09,12794
313,CA-2019-100313,17-03-2019,21-03-2019,Second Class,CUST-018,Customer 44,Corporate,India,Chennai,Tamil Nadu,310045,West,PROD-013,Office Supplies,Paper,Binder,46199,4,0.02,8111
314,CA-2019-100314,26-12-2019,31-12-2019,First Class,CUST-042,Customer 12,Home Office,India,Jaipur,Maharashtra,269034,North,PROD-052,Technology,Binders,Smartphone,48743,2,0.06,12818
315,CA-2019-100315,27-08-2019,01-09-2019,Second Class,CUST-021,Customer 3,Home Office,India,Pune,Tamil Nadu,227517,North,PROD-085,Office Supplies,Accessories,Binder,42992,3,0.08,11900
316,CA-2019-100316,17-12-2019,20-12-2019,Standard Class,CUST-028,Customer 42,Corporate,India,Bangalore,Maharashtra,844254,South,PROD-036,Technology,Paper,Smartphone,52945,4,0.09,9051
317,CA-2019-100317,02-09-2019,05-09-2019,First Class,CUST-026,Customer 36,Home Office,India,Mumbai,Gujarat,546269,North,PROD-082,Furniture,Paper,Notebook,11270,3,0.14,2054
318,CA-2019-100318,03-06-2019,04-06-2019,Second Class,CUST-021,Customer 32,Corporate,India,Hyderabad,Rajasthan,311057,North,PROD-085,Technology,Binders,Smartphone,3300,3,0.09,533
319,CA-2019-100319,14-09-2019,19-09-2019,Standard Class,CUST-032,Customer 9,Home Office,India,Pune,Kerala,937347,West,PROD-055,Furniture,Tables,Notebook,17017,3,0.2,3094
320,CA-2019-100320,09-10-2019,13-10-2019,First Class,CUST-035,Customer 20,Home Office,India,Surat,Kerala,753840,North,PROD-076,Furniture,Paper,Table,17743,4,0.01,5087
321,CA-2019-100321,13-09-2019,14-09-2019,First Class,CUST-009,Customer 19,Corporate,India,Kochi,Rajasthan,564815,North,PROD-038,Furniture,Storage,Notebook,14645,1,0.17,2182
322,CA-2019-100322,19-05-2019,24-05-2019,Standard Class,CUST-025,Customer 12,Consumer,India,Kochi,Kerala,393934,West,PROD-098,Furniture,Accessories,Binder,11747,5,0.13,3004
323,CA-2019-100323,09-03-2019,14-03-2019,Second Class,CUST-028,Customer 17,Consumer,India,Kochi,Delhi,405471,North,PROD-059,Office Supplies,Paper,Smartphone,57952,1,0.13,10817
324,CA-2019-100324,08-12-2019,12-12-2019,Standard Class,CUST-013,Customer 38,Corporate,India,Bangalore,Kerala,994009,West,PROD-032,Office Supplies,Phones,Storage Box,10179,2,0.19,2327
325,CA-2019-100325,03-10-2019,08-10-2019,First Class,CUST-044,Customer 29,Consumer,India,Pune,Tamil Nadu,167319,West,PROD-052,Technology,Chairs,Notebook,59151,5,0.17,10644
326,CA-2019-100326,17-02-2019,19-02-2019,Standard Class,CUST-011,Customer 26,Home Office,India,Jaipur,Maharashtra,649913,North,PROD-021,Office Supplies,Binders,Table,52089,5,0.16,5062
327,CA-2019-100327,22-05-2019,24-05-2019,First Class,CUST-006,Customer 31,Corporate,India,Chennai,Telangana,879835,North,PROD-021,Technology,Binders,Laptop,14060,2,0.19,985
328,CA-2019-100328,12-10-2019,13-10-2019,Second Class,CUST-048,Customer 1,Consumer,India,Ahmedabad,Delhi,832135,South,PROD-082,Office Supplies,Phones,Smartphone,12122,1,0.18,1151
329,CA-2019-100329,17-04-2019,22-04-2019,Standard Class,CUST-047,Customer 37,Home Office,India,Chennai,Telangana,635919,North,PROD-007,Office Supplies,Paper,Chair,34902,1,0.07,6027
330,CA-2019-100330,24-02-2019,28-02-2019,Second Class,CUST-022,Customer 15,Consumer,India,Pune,Rajasthan,200352,South,PROD-035,Technology,Accessories,Laptop,44792,4,0.12,9883
331,CA-2019-100331,19-01-2019,24-01-2019,Standard Class,CUST-027,Customer 22,Corporate,India,Surat,Gujarat,687983,South,PROD-066,Furniture,Tables,Laptop,15170,5,0.06,3740
332,CA-2019-100332,26-09-2019,29-09-2019,First Class,CUST-050,Customer 21,Consumer,India,Pune,Rajasthan,513856,South,PROD-026,Furniture,Binders,Chair,41522,5,0.04,4870
333,CA-2019-100333,04-07-2019,07-07-2019,Standard Class,CUST-025,Customer 37,Consumer,India,Hyderabad,Maharashtra,507619,South,PROD-067,Office Supplies,Chairs,Notebook,35850,4,0.11,10028
334,CA-2019-100334,12-07-2019,15-07-2019,Standard Class,CUST-012,Customer 7,Corporate,India,Kochi,Telangana,850383,South,PROD-033,Furniture,Tables,Binder,57970,5,0.19,10326
335,CA-2019-100335,29-09-2019,30-09-2019,Standard Class,CUST-048,Customer 14,Home Office,India,Mumbai,Delhi,105344,West,PROD-081,Furniture,Phones,Binder,45005,5,0.17,13125
336,CA-2019-100336,30-11-2019,01-12-2019,Standard Class,CUST-033,Customer 2,Consumer,India,Jaipur,Rajasthan,907315,North,PROD-071,Office Supplies,Accessories,Table,9567,3,0.15,2706
337,CA-2019-100337,28-12-2019,30-12-2019,Standard Class,CUST-022,Customer 39,Home Office,India,Pune,Karnataka,955885,West,PROD-092,Office Supplies,Tables,Table,11367,4,0.02,1829
338,CA-2019-100338,10-04-2019,11-04-2019,First Class,CUST-038,Customer 9,Home Office,India,Pune,Karnataka,887855,West,PROD-055,Furniture,Tables,Storage Box,47776,1,0.05,13749
339,CA-2019-100339,15-11-2019,19-11-2019,Standard Class,CUST-019,Customer 1,Consumer,India,Delhi,Telangana,845139,North,PROD-008,Office Supplies,Tables,Storage Box,56730,5,0.17,6578
340,CA-2019-100340,28-05-2019,30-05-2019,Second Class,CUST-018,Customer 29,Consumer,India,Delhi,Maharashtra,522212,West,PROD-063,Furniture,Laptops,Headphones,617,3,0.03,143
341,CA-2019-100341,19-07-2019,20-07-2019,Standard Class,CUST-044,Customer 11,Corporate,India,Kochi,Delhi,926810,South,PROD-009,Furniture,Storage,Smartphone,35408,2,0.16,4255
342,CA-2019-100342,20-03-2019,22-03-2019,Standard Class,CUST-041,Customer 46,Home Office,India,Hyderabad,Rajasthan,162088,West,PROD-005,Technology,Tables,Laptop,13083,2,0.05,3531
343,CA-2019-100343,20-01-2019,21-01-2019,Second Class,CUST-007,Customer 7,Home Office,India,Pune,Rajasthan,837395,North,PROD-074,Furniture,Storage,Storage Box,53210,1,0.17,4802
344,CA-2019-100344,19-04-2019,24-04-2019,Second Class,CUST-047,Customer 12,Home Office,India,Bangalore,Telangana,230342,South,PROD-011,Technology,Paper,Binder,28977,3,0.11,1872
345,CA-2019-100345,30-04-2019,03-05-2019,Second Class,CUST-033,Customer 19,Home Office,India,Surat,Maharashtra,185100,West,PROD-067,Furniture,Laptops,Chair,10785,5,0.14,918
346,CA-2019-100346,12-10-2019,14-10-2019,Second Class,CUST-022,Customer 18,Consumer,India,Surat,Telangana,965314,North,PROD-071,Office Supplies,Phones,Storage Box,34054,4,0.06,4768
347,CA-2019-100347,28-04-2019,02-05-2019,Second Class,CUST-007,Customer 30,Home Office,India,Bangalore,Maharashtra,942563,West,PROD-039,Office Supplies,Paper,Notebook,2763,1,0.15,677
348,CA-2019-100348,20-06-2019,25-06-2019,Second Class,CUST-015,Customer 9,Home Office,India,Chennai,Delhi,550859,North,PROD-013,Technology,Laptops,Chair,20847,1,0.2,1102
349,CA-2019-100349,21-04-2019,25-04-2019,Standard Class,CUST-034,Customer 46,Corporate,India,Pune,Karnataka,635180,South,PROD-071,Technology,Storage,Smartphone,44220,5,0.04,12758
350,CA-2019-100350,02-03-2019,07-03-2019,First Class,CUST-046,Customer 5,Corporate,India,Surat,Tamil Nadu,863572,West,PROD-015,Office Supplies,Accessories,Storage Box,34920,2,0.17,7960
351,CA-2019-100351,20-09-2019,21-09-2019,First Class,CUST-035,Customer 10,Consumer,India,Hyderabad,Tamil Nadu,433904,West,PROD-088,Technology,Phones,Headphones,9052,5,0.17,2193
352,CA-2019-100352,19-01-2019,21-01-2019,Standard Class,CUST-024,Customer 30,Home Office,India,Chennai,Kerala,756999,South,PROD-065,Furniture,Storage,Headphones,13878,4,0.14,3299
353,CA-2019-100353,20-06-2019,25-06-2019,Second Class,CUST-024,Customer 50,Corporate,India,Mumbai,Maharashtra,593386,South,PROD-006,Office Supplies,Tables,Headphones,37819,3,0.16,10986
354,CA-2019-100354,24-01-2019,29-01-2019,Second Class,CUST-049,Customer 35,Home Office,India,Pune,Rajasthan,521033,South,PROD-062,Furniture,Phones,Table,2660,5,0.03,648
355,CA-2019-100355,09-05-2019,11-05-2019,First Class,CUST-016,Customer 10,Corporate,India,Kochi,Rajasthan,389338,South,PROD-045,Office Supplies,Laptops,Laptop,55741,2,0.05,14893
356,CA-2019-100356,15-01-2019,19-01-2019,First Class,CUST-035,Customer 45,Corporate,India,Hyderabad,Karnataka,461399,West,PROD-029,Furniture,Laptops,Storage Box,19186,2,0.16,5138
357,CA-2019-100357,12-01-2019,14-01-2019,Standard Class,CUST-029,Customer 25,Consumer,India,Mumbai,Gujarat,126908,North,PROD-063,Furniture,Storage,Notebook,48732,5,0.02,8874
358,CA-2019-100358,07-08-2019,10-08-2019,Second Class,CUST-034,Customer 26,Corporate,India,Ahmedabad,Gujarat,988016,North,PROD-098,Furniture,Laptops,Notebook,39541,3,0.2,6605
359,CA-2019-100359,21-09-2019,22-09-2019,Second Class,CUST-012,Customer 18,Corporate,India,Jaipur,Rajasthan,583673,South,PROD-024,Office Supplies,Storage,Smartphone,9574,4,0.06,781
360,CA-2019-100360,17-09-2019,22-09-2019,Second Class,CUST-038,Customer 2,Corporate,India,Mumbai,Tamil Nadu,634668,North,PROD-054,Technology,Laptops,Binder,45745,4,0.04,6679
361,CA-2019-100361,22-12-2019,26-12-2019,Second Class,CUST-019,Customer 29,Home Office,India,Chennai,Karnataka,628979,West,PROD-002,Technology,Accessories,Binder,57311,1,0.04,7918
362,CA-2019-100362,28-01-2019,30-01-2019,First Class,CUST-036,Customer 34,Corporate,India,Mumbai,Kerala,224259,West,PROD-014,Technology,Phones,Smartphone,55804,1,0.1,4814
363,CA-2019-100363,08-05-2019,09-05-2019,Standard Class,CUST-029,Customer 16,Corporate,India,Jaipur,Karnataka,891946,North,PROD-068,Technology,Storage,Chair,54880,3,0.08,6497
364,CA-2019-100364,13-01-2019,15-01-2019,First Class,CUST-038,Customer 27,Corporate,India,Kochi,Tamil Nadu,104243,South,PROD-027,Technology,Phones,Laptop,11479,5,0.09,2885
365,CA-2019-100365,10-05-2019,11-05-2019,Standard Class,CUST-015,Customer 47,Corporate,India,Ahmedabad,Tamil Nadu,144828,South,PROD-008,Office Supplies,Accessories,Binder,50570,1,0.11,10374
366,CA-2019-100366,07-06-2019,11-06-2019,Second Class,CUST-027,Customer 46,Home Office,India,Surat,Maharashtra,986658,West,PROD-054,Furniture,Chairs,Storage Box,10823,5,0.13,916
367,CA-2019-100367,14-02-2019,18-02-2019,First Class,CUST-021,Customer 45,Corporate,India,Kochi,Telangana,905273,North,PROD-033,Furniture,Binders,Chair,12009,4,0.06,1649
368,CA-2019-100368,05-03-2019,07-03-2019,Standard Class,CUST-045,Customer 35,Corporate,India,Mumbai,Delhi,671843,West,PROD-040,Office Supplies,Chairs,Headphones,50897,2,0.17,3784
369,CA-2019-100369,21-03-2019,25-03-2019,Second Class,CUST-046,Customer 18,Corporate,India,Mumbai,Maharashtra,802338,North,PROD-001,Technology,Storage,Headphones,4914,1,0.11,529
370,CA-2019-100370,19-04-2019,21-04-2019,Second Class,CUST-002,Customer 36,Home Office,India,Chennai,Maharashtra,454748,South,PROD-083,Furniture,Binders,Headphones,18232,4,0.08,4546
371,CA-2019-100371,04-08-2019,05-08-2019,Second Class,CUST-030,Customer 14,Consumer,India,Surat,Maharashtra,686255,West,PROD-007,Furniture,Phones,Chair,4134,4,0.18,1158
372,CA-2019-100372,23-11-2019,27-11-2019,Standard Class,CUST-027,Customer 22,Home Office,India,Hyderabad,Karnataka,907714,West,PROD-079,Office Supplies,Laptops,Smartphone,58049,2,0.09,9600
373,CA-2019-100373,20-09-2019,23-09-2019,Standard Class,CUST-005,Customer 9,Consumer,India,Jaipur,Maharashtra,913156,West,PROD-046,Technology,Laptops,Laptop,46088,3,0.11,5928
374,CA-2019-100374,15-07-2019,20-07-2019,Second Class,CUST-003,Customer 4,Consumer,India,Delhi,Maharashtra,532426,West,PROD-007,Technology,Chairs,Notebook,8983,4,0.1,1766
375,CA-2019-100375,27-01-2019,29-01-2019,Second Class,CUST-041,Customer 37,Corporate,India,Bangalore,Maharashtra,683188,North,PROD-096,Office Supplies,Tables,Table,5020,1,0.05,1444
376,CA-2019-100376,28-12-2019,01-01-2020,Second Class,CUST-018,Customer 49,Consumer,India,Hyderabad,Delhi,263407,West,PROD-043,Furniture,Phones,Chair,14256,3,0.06,1953
377,CA-2019-100377,23-03-2019,26-03-2019,Second Class,CUST-041,Customer 18,Home Office,India,Hyderabad,Telangana,688617,West,PROD-005,Furniture,Tables,Headphones,24875,1,0.09,4619
378,CA-2019-100378,04-10-2019,09-10-2019,First Class,CUST-027,Customer 9,Home Office,India,Pune,Maharashtra,174847,West,PROD-077,Furniture,Accessories,Chair,44673,2,0.08,6016
379,CA-2019-100379,07-12-2019,11-12-2019,First Class,CUST-048,Customer 6,Consumer,India,Mumbai,Delhi,284203,North,PROD-068,Furniture,Phones,Table,17758,3,0.2,1157
380,CA-2019-100380,22-10-2019,23-10-2019,Second Class,CUST-034,Customer 34,Corporate,India,Kochi,Gujarat,866498,North,PROD-034,Office Supplies,Paper,Laptop,10363,5,0.17,2759
381,CA-2019-100381,01-10-2019,04-10-2019,First Class,CUST-026,Customer 15,Consumer,India,Chennai,Tamil Nadu,971452,South,PROD-026,Technology,Tables,Binder,49327,5,0.13,7733
382,CA-2019-100382,15-10-2019,16-10-2019,Second Class,CUST-046,Customer 23,Home Office,India,Ahmedabad,Rajasthan,450206,West,PROD-077,Technology,Accessories,Headphones,1770,2,0.01,103
383,CA-2019-100383,05-11-2019,09-11-2019,Second Class,CUST-046,Customer 1,Consumer,India,Delhi,Telangana,149613,North,PROD-092,Technology,Laptops,Headphones,2294,4,0.09,466
384,CA-2019-100384,07-10-2019,10-10-2019,First Class,CUST-031,Customer 18,Corporate,India,Hyderabad,Maharashtra,583781,North,PROD-035,Technology,Tables,Smartphone,52475,3,0.02,13491
385,CA-2019-100385,23-01-2019,24-01-2019,First Class,CUST-042,Customer 47,Consumer,India,Kochi,Rajasthan,271613,West,PROD-014,Technology,Storage,Chair,39931,2,0.06,2634
386,CA-2019-100386,08-01-2019,10-01-2019,Second Class,CUST-044,Customer 26,Corporate,India,Surat,Kerala,846857,West,PROD-049,Technology,Chairs,Table,58926,2,0.19,10816
387,CA-2019-100387,30-04-2019,02-05-2019,Second Class,CUST-026,Customer 22,Corporate,India,Delhi,Gujarat,624455,West,PROD-007,Office Supplies,Accessories,Headphones,9180,2,0.1,926
388,CA-2019-100388,20-07-2019,21-07-2019,Standard Class,CUST-036,Customer 27,Corporate,India,Mumbai,Rajasthan,435516,North,PROD-073,Furniture,Binders,Chair,26026,5,0.12,6430
389,CA-2019-100389,26-03-2019,27-03-2019,First Class,CUST-041,Customer 29,Corporate,India,Chennai,Maharashtra,686762,South,PROD-042,Office Supplies,Paper,Table,58055,1,0.02,14619
390,CA-2019-100390,20-06-2019,21-06-2019,Standard Class,CUST-034,Customer 49,Consumer,India,Jaipur,Kerala,827173,North,PROD-096,Office Supplies,Binders,Binder,36202,4,0.2,10551
391,CA-2019-100391,11-12-2019,15-12-2019,First Class,CUST-042,Customer 18,Home Office,India,Mumbai,Gujarat,589094,North,PROD-038,Technology,Accessories,Binder,30206,1,0.03,8968
392,CA-2019-100392,03-02-2019,06-02-2019,Second Class,CUST-012,Customer 20,Home Office,India,Surat,Rajasthan,583886,West,PROD-079,Technology,Phones,Storage Box,635,5,0.06,85
393,CA-2019-100393,20-12-2019,23-12-2019,Second Class,CUST-046,Customer 41,Home Office,India,Pune,Tamil Nadu,720316,North,PROD-048,Technology,Accessories,Smartphone,32710,2,0.03,5288
394,CA-2019-100394,24-01-2019,28-01-2019,First Class,CUST-050,Customer 48,Consumer,India,Kochi,Rajasthan,585634,North,PROD-014,Office Supplies,Tables,Table,56359,2,0.16,4360
395,CA-2019-100395,12-01-2019,17-01-2019,Standard Class,CUST-043,Customer 31,Corporate,India,Ahmedabad,Maharashtra,781188,South,PROD-020,Technology,Paper,Notebook,14982,3,0.06,3390
396,CA-2019-100396,05-03-2019,08-03-2019,Standard Class,CUST-035,Customer 43,Corporate,India,Pune,Rajasthan,148742,North,PROD-087,Technology,Binders,Chair,32315,2,0.02,4214
397,CA-2019-100397,31-07-2019,03-08-2019,Second Class,CUST-050,Customer 14,Consumer,India,Ahmedabad,Maharashtra,428165,South,PROD-012,Office Supplies,Chairs,Headphones,58008,2,0.15,10045
398,CA-2019-100398,02-04-2019,04-04-2019,Standard Class,CUST-037,Customer 8,Corporate,India,Bangalore,Tamil Nadu,147306,South,PROD-014,Furniture,Laptops,Notebook,53852,4,0.05,6844
399,CA-2019-100399,26-12-2019,28-12-2019,Second Class,CUST-016,Customer 12,Consumer,India,Delhi,Delhi,899781,West,PROD-066,Office Supplies,Paper,Chair,8486,4,0.13,2450
400,CA-2019-100400,23-10-2019,24-10-2019,Second Class,CUST-016,Customer 25,Home Office,India,Chennai,Kerala,303946,South,PROD-020,Furniture,Laptops,Binder,22580,1,0.18,4314
401,CA-2019-100401,03-09-2019,06-09-2019,Second Class,CUST-006,Customer 36,Home Office,India,Pune,Delhi,636466,West,PROD-045,Technology,Paper,Laptop,50195,5,0.11,3806
402,CA-2019-100402,21-06-2019,26-06-2019,First Class,CUST-010,Customer 16,Consumer,India,Delhi,Karnataka,584713,North,PROD-091,Furniture,Paper,Chair,49694,2,0.1,11284
403,CA-2019-100403,23-02-2019,24-02-2019,First Class,CUST-027,Customer 8,Corporate,India,Kochi,Gujarat,612447,North,PROD-048,Office Supplies,Tables,Table,13330,4,0.07,1831
404,CA-2019-100404,17-01-2019,22-01-2019,Second Class,CUST-040,Customer 25,Consumer,India,Delhi,Telangana,165645,West,PROD-061,Technology,Chairs,Storage Box,57319,5,0.17,14740
405,CA-2019-100405,05-05-2019,10-05-2019,Second Class,CUST-050,Customer 37,Corporate,India,Pune,Maharashtra,651832,North,PROD-088,Office Supplies,Storage,Chair,33383,4,0.15,5443
406,CA-2019-100406,12-12-2019,13-12-2019,First Class,CUST-015,Customer 5,Consumer,India,Mumbai,Gujarat,147207,West,PROD-059,Office Supplies,Chairs,Chair,56826,2,0.18,3126
407,CA-2019-100407,20-10-2019,24-10-2019,First Class,CUST-048,Customer 44,Home Office,India,Kochi,Karnataka,679390,North,PROD-092,Furniture,Binders,Table,8509,5,0.1,1334
408,CA-2019-100408,23-08-2019,28-08-2019,Second Class,CUST-049,Customer 46,Consumer,India,Ahmedabad,Delhi,943615,North,PROD-038,Furniture,Tables,Laptop,7689,3,0.1,2302
409,CA-2019-100409,23-02-2019,25-02-2019,First Class,CUST-043,Customer 34,Corporate,India,Jaipur,Tamil Nadu,803199,North,PROD-013,Furniture,Binders,Headphones,58928,5,0.07,17546
410,CA-2019-100410,28-10-2019,29-10-2019,Standard Class,CUST-012,Customer 50,Consumer,India,Hyderabad,Kerala,504610,North,PROD-054,Furniture,Storage,Laptop,32821,5,0.18,8916
411,CA-2019-100411,18-12-2019,19-12-2019,Standard Class,CUST-003,Customer 33,Consumer,India,Bangalore,Delhi,862469,South,PROD-018,Office Supplies,Phones,Chair,12476,2,0.03,1994
412,CA-2019-100412,24-04-2019,27-04-2019,Standard Class,CUST-011,Customer 33,Home Office,India,Chennai,Maharashtra,491415,South,PROD-028,Technology,Chairs,Chair,48194,5,0.05,11845
413,CA-2019-100413,22-06-2019,27-06-2019,Standard Class,CUST-047,Customer 41,Consumer,India,Pune,Delhi,695558,South,PROD-072,Office Supplies,Phones,Storage Box,49468,3,0.09,13004
414,CA-2019-100414,21-09-2019,23-09-2019,Second Class,CUST-022,Customer 41,Consumer,India,Surat,Karnataka,133233,South,PROD-068,Furniture,Accessories,Binder,10498,3,0.16,1765
415,CA-2019-100415,15-06-2019,16-06-2019,Standard Class,CUST-038,Customer 14,Consumer,India,Mumbai,Maharashtra,889799,West,PROD-081,Office Supplies,Phones,Chair,26226,3,0.09,2168
416,CA-2019-100416,27-02-2019,01-03-2019,First Class,CUST-036,Customer 32,Consumer,India,Delhi,Kerala,590126,West,PROD-027,Technology,Binders,Storage Box,24145,5,0.17,2017
417,CA-2019-100417,31-08-2019,05-09-2019,First Class,CUST-012,Customer 25,Home Office,India,Kochi,Tamil Nadu,550195,North,PROD-018,Furniture,Tables,Laptop,22531,3,0.13,5839
418,CA-2019-100418,18-01-2019,23-01-2019,First Class,CUST-028,Customer 26,Consumer,India,Kochi,Karnataka,420168,North,PROD-056,Office Supplies,Tables,Chair,46939,5,0.14,8568
419,CA-2019-100419,24-09-2019,26-09-2019,First Class,CUST-021,Customer 29,Home Office,India,Hyderabad,Tamil Nadu,784386,North,PROD-043,Technology,Storage,Headphones,1504,3,0.12,226
420,CA-2019-100420,22-08-2019,24-08-2019,Second Class,CUST-042,Customer 33,Home Office,India,Jaipur,Tamil Nadu,976335,South,PROD-099,Office Supplies,Chairs,Binder,52926,5,0.13,11604
421,CA-2019-100421,24-02-2019,28-02-2019,Standard Class,CUST-021,Customer 14,Consumer,India,Delhi,Karnataka,227695,South,PROD-024,Furniture,Accessories,Binder,52228,1,0.15,3451
422,CA-2019-100422,28-05-2019,30-05-2019,Second Class,CUST-038,Customer 34,Corporate,India,Ahmedabad,Tamil Nadu,904041,South,PROD-054,Technology,Binders,Laptop,48890,4,0.12,2459
